r_coor, energy,   site, dn,      x,      y,      z, index
 5.267, -2.192,  Li_i3, 1D,  8.978,  7.031,  4.716,    52
 5.403, -2.189,   none, 1D, -0.016,  7.031,  4.618,    52
 5.540, -2.177,   none, 1D,  0.079,  7.031,  4.519,    52
 5.708, -2.152,   none, 1D,  0.174,  6.933,  4.421,    52
 5.876, -2.118,   none, 1D,  0.269,  6.835,  4.323,    52
 6.044, -2.078,   none, 1D,  0.364,  6.738,  4.225,    52
 6.212, -2.039,   none, 1D,  0.459,  6.640,  4.126,    52
 6.380, -2.006,   none, 1D,  0.554,  6.542,  4.028,    52
 6.548, -1.983,   none, 1D,  0.649,  6.445,  3.930,    52
 6.716, -1.972,   none, 1D,  0.744,  6.347,  3.832,    52
 6.884, -1.971, saddle, 1D,  0.839,  6.250,  3.733,    52
 7.052, -1.972,   none, 1D,  0.934,  6.152,  3.635,    52
 7.146, -1.973,  Li_i4, 1D,  1.029,  6.152,  3.635,    78
 7.245, -1.973,   none, 1D,  1.029,  6.152,  3.537,    78
 7.381, -1.967,   none, 1D,  1.125,  6.152,  3.439,    78
 7.549, -1.960,   none, 1D,  1.220,  6.250,  3.340,    78
 7.717, -1.950,   none, 1D,  1.315,  6.347,  3.242,    78
 7.854, -1.949, saddle, 1D,  1.410,  6.347,  3.144,    78
 8.022, -1.955,   none, 1D,  1.505,  6.445,  3.046,    78
 8.190, -1.965,   none, 1D,  1.600,  6.542,  2.947,    78
 8.288, -1.977,   none, 1D,  1.600,  6.542,  2.849,    78
 8.456, -1.995,   none, 1D,  1.695,  6.640,  2.751,    78
 8.593, -2.010,   none, 1D,  1.790,  6.640,  2.653,    78
 8.691, -2.023,   none, 1D,  1.790,  6.640,  2.554,    78
 8.859, -2.039,   none, 1D,  1.885,  6.738,  2.456,    78
 8.957, -2.057,   none, 1D,  1.886,  6.738,  2.358,    78
 9.094, -2.074,   none, 1D,  1.981,  6.738,  2.260,    78
 9.192, -2.091,   none, 1D,  1.981,  6.738,  2.161,    78
 9.291, -2.102,  Li_i6, 1D,  1.981,  6.738,  2.063,    77
 9.458, -2.100,   none, 1D,  1.887,  6.640,  1.965,    77
 9.553, -2.095,   none, 1D,  1.792,  6.640,  1.965,    77
 9.689, -2.079,   none, 1D,  1.698,  6.542,  1.965,    77
 9.856, -2.063,   none, 1D,  1.603,  6.445,  1.867,    77
10.024, -2.050,   none, 1D,  1.509,  6.347,  1.768,    77
10.192, -2.049, saddle, 1D,  1.415,  6.250,  1.670,    77
10.359, -2.062,   none, 1D,  1.320,  6.152,  1.572,    77
10.527, -2.079,   none, 1D,  1.226,  6.054,  1.474,    77
10.663, -2.087,    Li3, 1D,  1.131,  5.957,  1.474,    23
10.757, -2.082,   none, 1D,  1.036,  5.957,  1.474,    23
10.893, -2.051,   none, 1D,  0.942,  5.859,  1.474,    23
11.061, -2.010,   none, 1D,  0.847,  5.761,  1.572,    23
11.229, -1.970,   none, 1D,  0.752,  5.664,  1.670,    23
11.397, -1.945,   none, 1D,  0.657,  5.566,  1.768,    23
11.565, -1.936, saddle, 1D,  0.562,  5.468,  1.867,    23
11.660, -1.944,   none, 1D,  0.467,  5.468,  1.867,    23
11.828, -1.958,   none, 1D,  0.372,  5.371,  1.965,    23
11.964, -1.971,   none, 1D,  0.277,  5.273,  1.965,    23
12.059, -1.982,   none, 1D,  0.183,  5.273,  1.965,    23
12.227, -1.998,   none, 1D,  0.088,  5.175,  2.063,    23
12.321, -2.017,   none, 1D, -0.007,  5.175,  2.063,    23
12.416, -2.034,   none, 1D,  8.987,  5.175,  2.063,    23
12.511, -2.050,   none, 1D,  8.893,  5.175,  2.063,    23
12.605, -2.063,   none, 1D,  8.798,  5.175,  2.063,    23
12.700, -2.065,  Li_i2, 1D,  8.703,  5.175,  2.063,   415
12.798, -2.064,   none, 1D,  8.704,  5.175,  1.965,   415
12.935, -2.033,   none, 1D,  8.609,  5.175,  1.867,   415
13.102, -1.987,   none, 1D,  8.515,  5.273,  1.768,   415
13.270, -1.941,   none, 1D,  8.421,  5.371,  1.670,   415
13.437, -1.913, saddle, 1D,  8.326,  5.468,  1.572,   415
13.605, -1.918,   none, 1D,  8.232,  5.566,  1.474,   415
13.773, -1.956,   none, 1D,  8.138,  5.664,  1.375,   415
13.940, -2.015,   none, 1D,  8.043,  5.761,  1.277,   415
14.108, -2.065,   none, 1D,  7.949,  5.859,  1.179,   415
14.244, -2.086,   Li18, 1D,  7.855,  5.859,  1.081,   385
14.342, -2.073,   none, 1D,  7.855,  5.859,  0.982,   385
14.510, -2.044,   none, 1D,  7.761,  5.761,  0.884,   385
14.646, -2.011,   none, 1D,  7.666,  5.761,  0.786,   385
14.814, -1.992, saddle, 1D,  7.572,  5.664,  0.688,   385
14.981, -1.993,   none, 1D,  7.478,  5.566,  0.589,   385
15.149, -2.010,   none, 1D,  7.383,  5.468,  0.491,   385
15.316, -2.033,   none, 1D,  7.289,  5.371,  0.393,   385
15.484, -2.052,   none, 1D,  7.195,  5.273,  0.295,   385
15.582, -2.062,   none, 1D,  7.195,  5.273,  0.196,   385
15.750, -2.071,   none, 1D,  7.100,  5.175,  0.098,   385
15.848, -2.075,   none, 1D,  7.101,  5.175,  0.000,   385
15.984, -2.077,   none, 1D,  6.975,  5.175,  9.334,   385
16.083, -2.080,   none, 1D,  6.975,  5.175,  9.235,   385
16.221, -2.083, Li_i15, 1D,  6.975,  5.078,  9.137,   378
16.360, -2.080,   none, 1D,  6.976,  4.980,  9.039,   378
16.457, -2.075,   none, 1D,  6.976,  4.882,  9.039,   378
16.593, -2.069,   none, 1D,  7.070,  4.785,  9.039,   378
16.732, -2.059,   none, 1D,  7.071,  4.687,  8.941,   378
16.868, -2.048,   none, 1D,  7.165,  4.589,  8.941,   378
17.036, -2.026,   none, 1D,  7.260,  4.492,  8.842,   378
17.204, -1.999,   none, 1D,  7.355,  4.394,  8.744,   378
17.340, -1.979,   none, 1D,  7.450,  4.297,  8.744,   378
17.508, -1.973, saddle, 1D,  7.545,  4.199,  8.646,   378
17.676, -1.988,   none, 1D,  7.640,  4.101,  8.548,   378
17.844, -2.026,   none, 1D,  7.735,  4.004,  8.449,   378
18.012, -2.078,   none, 1D,  7.830,  3.906,  8.351,   378
18.180, -2.128,   none, 1D,  7.925,  3.808,  8.253,   378
18.277, -2.151,   none, 1D,  7.925,  3.711,  8.253,   378
18.413, -2.152,   Li20, 1D,  8.020,  3.613,  8.253,   426
18.581, -2.109,   none, 1D,  8.114,  3.515,  8.351,   426
18.748, -2.055,   none, 1D,  8.208,  3.418,  8.449,   426
18.916, -2.014,   none, 1D,  8.303,  3.320,  8.548,   426
19.084, -1.997, saddle, 1D,  8.397,  3.222,  8.646,   426
19.251, -2.006,   none, 1D,  8.491,  3.125,  8.744,   426
19.419, -2.035,   none, 1D,  8.586,  3.027,  8.842,   426
19.586, -2.073,   none, 1D,  8.680,  2.929,  8.941,   426
19.754, -2.111,   none, 1D,  8.774,  2.832,  9.039,   426
19.922, -2.143,   none, 1D,  8.869,  2.734,  9.137,   426
20.089, -2.165,   none, 1D,  8.963,  2.637,  9.235,   426
20.228, -2.181,   none, 1D,  8.963,  2.539,  9.334,   426
20.366, -2.190,   none, 1D,  8.994,  2.441,  0.000,   426
20.464, -2.192,  Li_i3, 1D,  8.994,  2.344,  0.000,    50
20.601, -2.189,   none, 1D, -0.032,  2.344,  9.334,    50
20.737, -2.177,   none, 1D,  0.063,  2.344,  9.235,    50
20.905, -2.152,   none, 1D,  0.158,  2.441,  9.137,    50
21.073, -2.118,   none, 1D,  0.253,  2.539,  9.039,    50
21.241, -2.078,   none, 1D,  0.348,  2.637,  8.941,    50
21.409, -2.039,   none, 1D,  0.443,  2.734,  8.842,    50
21.577, -2.006,   none, 1D,  0.538,  2.832,  8.744,    50
21.745, -1.983,   none, 1D,  0.633,  2.929,  8.646,    50
21.913, -1.972,   none, 1D,  0.729,  3.027,  8.548,    50
22.081, -1.971, saddle, 1D,  0.824,  3.125,  8.449,    50
22.249, -1.972,   none, 1D,  0.919,  3.222,  8.351,    50
22.344, -1.973,  Li_i4, 1D,  1.013,  3.222,  8.351,    72
22.442, -1.973,   none, 1D,  1.014,  3.222,  8.253,    72
22.579, -1.967,   none, 1D,  1.109,  3.222,  8.155,    72
