r_coor, energy,   site, dn,      x,      y,      z, index
 2.545, -2.581,    Li5, 1D,  2.545,  0.000,  0.000,    52
 2.615, -2.574,   none, 1D,  2.615,  0.000,  0.000,    52
 2.711, -2.555,   none, 1D,  4.265,  1.044,  7.433,    52
 2.802, -2.531,   none, 1D,  5.979,  6.497,  7.433,    52
 2.872, -2.503,   none, 1D,  6.049,  6.497,  7.433,    52
 2.943, -2.464,   none, 1D,  6.120,  6.497,  7.433,    52
 3.014, -2.415,   none, 1D,  6.191,  6.497,  7.433,    52
 3.104, -2.356,   none, 1D,  6.238,  6.420,  7.433,    52
 3.175, -2.303,   none, 1D,  6.309,  6.420,  7.433,    52
 3.270, -2.254,   none, 1D,  6.363,  6.409,  7.355,    52
 3.341, -2.203,   none, 1D,  6.434,  6.409,  7.355,    52
 3.412, -2.151,   none, 1D,  6.504,  6.409,  7.355,    52
 3.502, -2.107,   none, 1D,  6.552,  6.332,  7.355,    52
 3.573, -2.077,   none, 1D,  6.623,  6.332,  7.355,    52
 3.643, -2.050,   none, 1D,  6.693,  6.332,  7.355,    52
 3.739, -2.028,   none, 1D,  6.747,  6.321,  7.277,    52
 3.810, -2.026, saddle, 1D,  6.818,  6.321,  7.277,    52
 3.900, -2.049,   none, 1D,  6.866,  6.244,  7.277,    52
 3.971, -2.079,   none, 1D,  6.936,  6.244,  7.277,    52
 4.042, -2.114,   none, 1D,  7.007,  6.244,  7.277,    52
 4.132, -2.153,   none, 1D,  7.054,  6.167,  7.277,    52
 4.203, -2.212,   none, 1D,  7.125,  6.167,  7.277,    52
 4.273, -2.269,   none, 1D,  7.196,  6.167,  7.277,    52
 4.344, -2.322,   none, 1D,  7.267,  6.167,  7.277,    52
 4.440, -2.378,   none, 1D,  7.321,  6.157,  7.199,    52
 4.530, -2.431,   none, 1D,  7.368,  6.080,  7.199,    52
 4.601, -2.473,   none, 1D,  7.439,  6.080,  7.199,    52
 4.671, -2.493,  Li_i3, 1D,  7.509,  6.080,  7.199,    60
 4.752, -2.479,   none, 1D,  7.526,  6.091,  7.277,    60
 4.873, -2.447,   none, 1D,  7.590,  6.025,  7.355,    60
 4.954, -2.407,   none, 1D,  7.607,  6.036,  7.433,    60
 5.034, -2.359,   none, 1D,  6.028,  4.992,  0.000,    60
 5.155, -2.319,   none, 1D,  6.092,  4.926,  0.078,    60
 5.273, -2.294,   none, 1D,  6.180,  4.937,  0.156,    60
 5.354, -2.284, saddle, 1D,  6.196,  4.948,  0.235,    60
 5.474, -2.285,   none, 1D,  6.261,  4.882,  0.313,    60
 5.555, -2.307,   none, 1D,  6.277,  4.893,  0.391,    60
 5.673, -2.342,   none, 1D,  6.364,  4.904,  0.469,    60
 5.793, -2.380,   none, 1D,  6.429,  4.838,  0.548,    60
 5.874, -2.437,   none, 1D,  6.445,  4.849,  0.626,    60
 5.992, -2.488,   none, 1D,  6.533,  4.860,  0.704,    60
 6.073, -2.538,   none, 1D,  6.549,  4.871,  0.782,    60
 6.193, -2.582,   none, 1D,  6.613,  4.805,  0.861,    60
 6.274, -2.619,   none, 1D,  6.630,  4.816,  0.939,    60
 6.355, -2.642,   none, 1D,  6.647,  4.827,  1.017,    60
 6.473, -2.654,    Li1, 1D,  1.644,  4.838,  1.095,    22
 6.553, -2.648,   none, 1D,  1.667,  4.915,  1.095,    22
 6.633, -2.629,   none, 1D,  1.691,  4.992,  1.095,    22
 6.713, -2.596,   none, 1D,  1.714,  5.069,  1.095,    22
 6.841, -2.550,   none, 1D,  1.791,  5.135,  1.017,    22
 6.922, -2.496,   none, 1D,  1.814,  5.211,  1.017,    22
 7.050, -2.433,   none, 1D,  1.891,  5.277,  0.939,    22
 7.178, -2.367,   none, 1D,  1.968,  5.343,  0.861,    22
 7.258, -2.311,   none, 1D,  1.992,  5.420,  0.861,    22
 7.386, -2.268,   none, 1D,  2.069,  5.486,  0.782,    22
 7.514, -2.244,   none, 1D,  2.146,  5.551,  0.704,    22
 7.642, -2.243, saddle, 1D,  0.557,  0.088,  0.626,    22
 7.745, -2.266,   none, 1D,  0.564,  0.154,  0.548,    22
 7.873, -2.311,   none, 1D,  0.641,  0.220,  0.469,    22
 8.001, -2.365,   none, 1D,  0.718,  0.285,  0.391,    22
 8.081, -2.425,   none, 1D,  0.741,  0.362,  0.391,    22
 8.209, -2.471,   none, 1D,  0.818,  0.428,  0.313,    22
 8.290, -2.493,  Li_i3, 1D,  0.842,  0.505,  0.313,    30
 8.360, -2.473,   none, 1D,  0.912,  0.505,  0.313,    30
 8.431, -2.431,   none, 1D,  0.983,  0.505,  0.313,    30
 8.521, -2.378,   none, 1D,  1.030,  0.428,  0.313,    30
 8.617, -2.322,   none, 1D,  1.085,  0.417,  0.235,    30
 8.688, -2.269,   none, 1D,  1.155,  0.417,  0.235,    30
 8.758, -2.212,   none, 1D,  1.226,  0.417,  0.235,    30
 8.829, -2.153,   none, 1D,  1.297,  0.417,  0.235,    30
 8.919, -2.114,   none, 1D,  1.344,  0.340,  0.235,    30
 8.990, -2.079,   none, 1D,  1.415,  0.340,  0.235,    30
 9.061, -2.049,   none, 1D,  1.486,  0.340,  0.235,    30
 9.151, -2.026, saddle, 1D,  1.533,  0.263,  0.235,    30
 9.222, -2.028,   none, 1D,  1.604,  0.263,  0.235,    30
 9.318, -2.050,   none, 1D,  1.658,  0.252,  0.156,    30
 9.388, -2.077,   none, 1D,  1.728,  0.252,  0.156,    30
 9.459, -2.107,   none, 1D,  1.799,  0.252,  0.156,    30
 9.549, -2.151,   none, 1D,  1.847,  0.176,  0.156,    30
 9.620, -2.203,   none, 1D,  1.917,  0.176,  0.156,    30
 9.691, -2.254,   none, 1D,  1.988,  0.176,  0.156,    30
 9.786, -2.303,   none, 1D,  2.042,  0.165,  0.078,    30
 9.857, -2.356,   none, 1D,  2.113,  0.165,  0.078,    30
 9.947, -2.415,   none, 1D,  2.160,  0.088,  0.078,    30
10.018, -2.464,   none, 1D,  2.231,  0.088,  0.078,    30
10.089, -2.503,   none, 1D,  2.302,  0.088,  0.078,    30
10.159, -2.531,   none, 1D,  2.372,  0.088,  0.078,    30
10.250, -2.555,   none, 1D,  2.420,  0.011,  0.078,    30
10.346, -2.574,   none, 1D,  2.474,  0.000,  0.000,    30
15.351, -2.534,    Li4, 2D,  1.631,  3.292,  3.756,    76
15.432, -2.525,   none, 2D,  1.654,  3.369,  3.756,    76
15.512, -2.497,   none, 2D,  1.677,  3.446,  3.756,    76
15.592, -2.450,   none, 2D,  1.700,  3.523,  3.756,    76
15.714, -2.375,   none, 2D,  6.759,  3.610,  3.834,    76
15.838, -2.282,   none, 2D,  6.799,  3.698,  3.912,    76
15.959, -2.165,   none, 2D,  6.768,  3.786,  3.991,    76
16.083, -2.043,   none, 2D,  6.807,  3.874,  4.069,    76
16.205, -1.914,   none, 2D,  6.776,  3.962,  4.147,    76
16.329, -1.794,   none, 2D,  6.816,  4.049,  4.225,    76
16.451, -1.685,   none, 2D,  6.785,  4.137,  4.304,    76
16.575, -1.603,   none, 2D,  6.825,  4.225,  4.382,    76
16.699, -1.531,   none, 2D,  6.865,  4.313,  4.460,    76
16.821, -1.501,   none, 2D,  6.834,  4.400,  4.538,    76
16.945, -1.487,   none, 2D,  6.874,  4.488,  4.617,    76
17.069, -1.480,   none, 2D,  6.913,  4.576,  4.695,    76
17.150, -1.469,   none, 2D,  6.930,  4.587,  4.773,    76
17.274, -1.458,   none, 2D,  6.970,  4.675,  4.851,    76
17.355, -1.450, saddle, 2D,  6.986,  4.686,  4.930,    76
17.475, -1.450,   none, 2D,  7.051,  4.620,  5.008,    76
17.556, -1.483,   none, 2D,  7.067,  4.631,  5.086,    76
17.637, -1.525,   none, 2D,  7.084,  4.642,  5.164,    76
17.754, -1.583,   none, 2D,  7.171,  4.653,  5.243,    76
17.835, -1.672,   none, 2D,  7.188,  4.664,  5.321,    76
17.916, -1.764,   none, 2D,  7.204,  4.675,  5.399,    76
18.037, -1.886,   none, 2D,  7.268,  4.609,  5.477,    76
18.117, -2.006,   none, 2D,  7.285,  4.620,  5.556,    76
18.235, -2.133,   none, 2D,  7.372,  4.631,  5.634,    76
18.316, -2.252,   none, 2D,  7.389,  4.642,  5.712,    76
18.397, -2.357,   none, 2D,  7.406,  4.653,  5.790,    76
18.517, -2.455,   none, 2D,  2.380,  4.587,  5.869,    76
18.598, -2.536,   none, 2D,  2.397,  4.598,  5.947,    76
18.679, -2.598,   none, 2D,  2.413,  4.609,  6.025,    76
18.760, -2.642,   none, 2D,  2.430,  4.620,  6.103,    76
18.855, -2.670,   none, 2D,  7.466,  4.631,  6.182,    76
18.936, -2.689,   none, 2D,  7.482,  4.642,  6.260,    76
