r_coor, energy,   site, dn,      x,      y,      z, index
 2.968, -2.346,    Li2, 1D, -1.459,  0.924,  2.413,     8
 3.048, -2.338,   none, 1D, -1.422,  0.854,  2.413,     8
 3.129, -2.334,   none, 1D,  4.223,  0.828,  2.346,     8
 3.209, -2.318,   none, 1D,  4.261,  0.758,  2.346,     8
 3.290, -2.301,   none, 1D,  4.222,  0.732,  2.279,     8
 3.426, -2.263,   none, 1D,  4.339,  0.662,  2.279,     8
 3.566, -2.193,   none, 1D, -1.225,  0.636,  2.212,     8
 3.702, -2.101,   none, 1D, -1.108,  0.566,  2.212,     8
 3.838, -1.986,   none, 1D, -0.992,  0.496,  2.212,     8
 3.977, -1.861,   none, 1D, -0.872,  0.470,  2.145,     8
 4.113, -1.747,   none, 1D, -0.756,  0.400,  2.145,     8
 4.249, -1.641,   none, 1D, -0.639,  0.329,  2.145,     8
 4.386, -1.552,   none, 1D, -0.523,  0.259,  2.145,     8
 4.525, -1.505,   none, 1D, -0.403,  0.233,  2.078,     8
 4.661, -1.485,   none, 1D, -0.287,  0.163,  2.078,     8
 4.797, -1.484, saddle, 1D, -0.170,  0.093,  2.078,     8
 4.876, -1.486,   none, 1D, -0.091,  0.093,  2.078,     8
 4.955, -1.486,  Li_i1, 1D, -0.012,  0.093,  2.078,    10
 5.034, -1.483,   none, 1D,  0.067,  0.093,  2.078,    10
 5.115, -1.478, saddle, 1D,  0.108,  0.163,  2.078,    10
 5.226, -1.485,   none, 1D,  0.184,  0.118,  2.145,    10
 5.308, -1.500,   none, 1D,  0.225,  0.189,  2.145,    10
 5.387, -1.517,   none, 1D,  0.304,  0.189,  2.145,    10
 5.468, -1.538,   none, 1D,  0.346,  0.259,  2.145,    10
 5.547, -1.562,   none, 1D,  0.424,  0.259,  2.145,    10
 5.629, -1.603,   none, 1D,  0.463,  0.285,  2.212,    10
 5.710, -1.645,   none, 1D,  0.504,  0.355,  2.212,    10
 5.789, -1.694,   none, 1D,  0.583,  0.355,  2.212,    10
 5.871, -1.738,   none, 1D,  0.622,  0.381,  2.279,    10
 5.949, -1.796,   none, 1D,  0.700,  0.381,  2.279,    10
 6.031, -1.854,   none, 1D,  0.742,  0.451,  2.279,    10
 6.110, -1.905,   none, 1D,  0.821,  0.451,  2.279,    10
 6.191, -1.955,   none, 1D,  0.859,  0.477,  2.346,    10
 6.273, -2.010,   none, 1D,  0.900,  0.547,  2.346,    10
 6.352, -2.053,   none, 1D,  0.979,  0.547,  2.346,    10
 6.433, -2.095,   none, 1D,  1.021,  0.617,  2.346,    10
 6.515, -2.130,   none, 1D,  1.059,  0.643,  2.413,    10
 6.596, -2.162,   none, 1D,  1.100,  0.713,  2.413,    10
 6.675, -2.183,   none, 1D,  1.179,  0.713,  2.413,    10
 6.757, -2.203,   none, 1D,  1.221,  0.783,  2.413,    10
 6.838, -2.215,   none, 1D,  1.262,  0.854,  2.413,    10
 6.917, -2.221,   none, 1D,  1.341,  0.854,  2.413,    10
 6.999, -2.226,  Li_i2, 1D,  1.382,  0.924,  2.413,    54
 7.081, -2.223,   none, 1D,  1.424,  0.994,  2.413,    54
 7.159, -2.217,   none, 1D,  1.503,  0.994,  2.413,    54
 7.241, -2.207,   none, 1D,  1.544,  1.065,  2.413,    54
 7.323, -2.189,   none, 1D,  1.585,  1.135,  2.413,    54
 7.402, -2.167,   none, 1D,  1.664,  1.135,  2.413,    54
 7.483, -2.138,   none, 1D,  1.706,  1.205,  2.413,    54
 7.564, -2.106,   none, 1D,  1.744,  1.231,  2.481,    54
 7.646, -2.067,   none, 1D,  1.785,  1.301,  2.481,    54
 7.725, -2.022,   none, 1D,  1.864,  1.301,  2.481,    54
 7.806, -1.970,   none, 1D,  1.903,  1.327,  2.548,    54
 7.888, -1.924,   none, 1D,  1.944,  1.397,  2.548,    54
 7.967, -1.871,   none, 1D,  2.023,  1.397,  2.548,    54
 8.048, -1.815,   none, 1D,  2.064,  1.468,  2.548,    54
 8.130, -1.762,   none, 1D,  2.103,  1.493,  2.615,    54
 8.209, -1.717,   none, 1D,  2.182,  1.493,  2.615,    54
 8.290, -1.668,   none, 1D,  2.223,  1.564,  2.615,    54
 8.369, -1.623,   none, 1D,  2.302,  1.564,  2.615,    54
 8.451, -1.591,   none, 1D,  2.340,  1.589,  2.682,    54
 8.530, -1.563,   none, 1D,  2.419,  1.589,  2.682,    54
 8.611, -1.544,   none, 1D,  2.461,  1.660,  2.682,    54
 8.690, -1.523,   none, 1D,  2.539,  1.660,  2.682,    54
 8.772, -1.511,   none, 1D,  2.578,  1.685,  2.749,    54
 8.853, -1.510, saddle, 1D,  2.619,  1.756,  2.749,    54
 8.932, -1.515,   none, 1D,  2.698,  1.756,  2.749,    54
 9.011, -1.516,  Li_i3, 1D,  2.777,  1.756,  2.749,    56
 9.093, -1.514,   none, 1D,  2.818,  1.826,  2.749,    56
 9.229, -1.510, saddle, 1D,  2.935,  1.756,  2.749,    56
 9.365, -1.511,   none, 1D,  3.051,  1.685,  2.749,    56
 9.501, -1.531,   none, 1D,  3.168,  1.615,  2.749,    56
