r_coor, energy,   site, dn,      x,      y,      z, index
 4.347, -2.211,    Li4, 1D,  2.888,  2.783,  3.604,     6
 4.430, -2.201,   none, 1D,  2.927,  2.856,  3.604,     6
 4.558, -2.180,   none, 1D,  2.997,  2.932,  3.679,     6
 4.640, -2.142,   none, 1D,  3.037,  3.004,  3.679,     6
 4.825, -2.072,   none, 1D,  3.188,  3.080,  3.754,     6
 5.011, -1.987,   none, 1D,  3.340,  3.156,  3.829,     6
 5.196, -1.924,   none, 1D,  3.491,  3.232,  3.904,     6
 5.381, -1.914, saddle, 1D,  3.642,  3.309,  3.979,     6
 5.567, -1.973,   none, 1D,  3.794,  3.385,  4.055,     6
 5.752, -2.090,   none, 1D,  3.945,  3.461,  4.130,     6
 5.937, -2.222,   none, 1D,  4.097,  3.537,  4.205,     6
 6.078, -2.297,   none, 1D,  4.218,  3.609,  4.205,     6
 6.160, -2.302,  Li_i1, 1D,  4.299,  3.609,  4.205,     8
 6.243, -2.295,   none, 1D,  4.257,  3.682,  4.205,     8
 6.326, -2.260,   none, 1D,  4.297,  3.754,  4.205,     8
 6.409, -2.214,   none, 1D,  4.255,  3.826,  4.205,     8
 6.512, -2.168,   none, 1D,  4.264,  3.895,  4.130,     8
 6.614, -2.105,   none, 1D,  4.273,  3.964,  4.055,     8
 6.697, -2.056,   none, 1D,  4.231,  4.036,  4.055,     8
 6.780, -2.016,   none, 1D,  4.271,  4.109,  4.055,     8
 6.882, -1.979,   none, 1D,  4.280,  4.178,  3.979,     8
 6.966, -1.955,   none, 1D,  4.238,  4.250,  3.979,     8
 7.068, -1.941, saddle, 1D,  4.247,  4.319,  3.904,     8
 7.150, -1.948,   none, 1D,  4.286,  4.391,  3.904,     8
 7.234, -1.957,   none, 1D,  4.245,  4.464,  3.904,     8
 7.336, -1.985,   none, 1D,  4.254,  4.532,  3.829,     8
 7.419, -2.015,   none, 1D,  4.293,  4.605,  3.829,     8
 7.521, -2.052,   none, 1D,  4.302,  4.673,  3.754,     8
 7.605, -2.096,   none, 1D,  4.260,  4.746,  3.754,     8
 7.687, -2.133,   none, 1D,  4.300,  4.818,  3.754,     8
 7.789, -2.177,   none, 1D,  4.309,  4.887,  3.679,     8
 7.873, -2.213,   none, 1D,  4.267,  4.959,  3.679,     8
 7.955, -2.244,   none, 1D,  4.307,  5.032,  3.679,     8
 8.058, -2.273,   none, 1D,  4.316,  5.101,  3.604,     8
 8.141, -2.292,   none, 1D,  4.274,  5.173,  3.604,     8
 8.224, -2.310,   none, 1D,  4.313,  5.245,  3.604,     8
 8.307, -2.315,   none, 1D,  4.272,  5.318,  3.604,     8
 8.390, -2.321,    Li3, 1D,  1.464,  0.176,  3.604,   140
 8.472, -2.315,   none, 1D,  1.504,  0.249,  3.604,   140
 8.556, -2.310,   none, 1D,  7.319,  0.321,  3.604,   140
 8.639, -2.292,   none, 1D,  7.358,  0.394,  3.604,   140
 8.722, -2.273,   none, 1D,  7.316,  0.466,  3.604,   140
 8.824, -2.244,   none, 1D,  7.325,  0.535,  3.529,   140
 8.907, -2.213,   none, 1D,  7.365,  0.607,  3.529,   140
 8.990, -2.177,   none, 1D,  7.323,  0.680,  3.529,   140
 9.093, -2.133,   none, 1D,  7.332,  0.748,  3.454,   140
 9.175, -2.096,   none, 1D,  7.372,  0.821,  3.454,   140
 9.259, -2.052,   none, 1D,  7.330,  0.893,  3.454,   140
 9.361, -2.015,   none, 1D,  7.339,  0.962,  3.379,   140
 9.444, -1.985,   none, 1D,  7.379,  1.034,  3.379,   140
 9.546, -1.957,   none, 1D,  7.388,  1.103,  3.304,   140
 9.629, -1.948,   none, 1D,  7.346,  1.175,  3.304,   140
 9.712, -1.941, saddle, 1D,  7.385,  1.248,  3.304,   140
 9.814, -1.955,   none, 1D,  7.394,  1.317,  3.229,   140
 9.898, -1.979,   none, 1D,  7.353,  1.389,  3.229,   140
10.000, -2.016,   none, 1D,  7.362,  1.458,  3.154,   140
10.082, -2.056,   none, 1D,  7.401,  1.530,  3.154,   140
10.166, -2.105,   none, 1D,  7.359,  1.603,  3.154,   140
10.268, -2.168,   none, 1D,  7.368,  1.671,  3.078,   140
10.370, -2.214,   none, 1D,  7.377,  1.740,  3.003,   140
10.454, -2.260,   none, 1D,  7.336,  1.812,  3.003,   140
10.537, -2.295,   none, 1D,  7.375,  1.885,  3.003,   140
10.620, -2.302,  Li_i1, 1D,  7.333,  1.957,  3.003,   142
10.701, -2.297,   none, 1D,  7.415,  1.957,  3.003,   142
10.842, -2.222,   none, 1D,  7.535,  2.030,  3.003,   142
11.028, -2.090,   none, 1D,  7.687,  2.106,  3.078,   142
11.213, -1.973,   none, 1D,  7.838,  2.182,  3.154,   142
11.398, -1.914, saddle, 1D,  7.990,  2.258,  3.229,   142
11.584, -1.924,   none, 1D,  8.141,  2.334,  3.304,   142
11.769, -1.987,   none, 1D,  8.292,  2.410,  3.379,   142
11.954, -2.072,   none, 1D,  8.444,  2.486,  3.454,   142
12.140, -2.142,   none, 1D,  2.739,  2.562,  3.529,   142
