r_coor, energy,   site, dn,      x,      y,      z, index
 5.638, -2.387,  Li_i1, 1D,  4.975,  3.244,  5.155,    74
 5.708, -2.381,   none, 1D,  5.045,  3.244,  5.155,    74
 5.779, -2.355,   none, 1D,  5.116,  3.244,  5.155,    74
 5.849, -2.314,   none, 1D,  5.186,  3.244,  5.155,    74
 5.933, -2.270,   none, 1D,  5.236,  3.177,  5.155,    74
 6.003, -2.220,   none, 1D,  5.306,  3.177,  5.155,    74
 6.074, -2.165,   none, 1D,  5.377,  3.177,  5.155,    74
 6.144, -2.109,   none, 1D,  5.447,  3.177,  5.155,    74
 6.228, -2.065,   none, 1D,  5.497,  3.109,  5.155,    74
 6.298, -2.028,   none, 1D,  5.567,  3.109,  5.155,    74
 6.369, -1.995,   none, 1D,  5.638,  3.109,  5.155,    74
 6.439, -1.969,   none, 1D,  5.708,  3.109,  5.155,    74
 6.523, -1.963, saddle, 1D,  5.758,  3.042,  5.155,    74
 6.594, -1.967,   none, 1D,  5.828,  3.042,  5.155,    74
 6.664, -1.978,   none, 1D,  5.899,  3.042,  5.155,    74
 6.790, -2.004,   none, 1D,  5.964,  2.979,  5.242,    74
 6.861, -2.043,   none, 1D,  6.035,  2.979,  5.242,    74
 6.931, -2.085,   none, 1D,  6.105,  2.979,  5.242,    74
 7.002, -2.128,   none, 1D,  6.176,  2.979,  5.242,    74
 7.085, -2.181,   none, 1D,  6.225,  2.911,  5.242,    74
 7.156, -2.233,   none, 1D,  6.296,  2.911,  5.242,    74
 7.226, -2.280,   none, 1D,  6.366,  2.911,  5.242,    74
 7.310, -2.325,   none, 1D,  6.416,  2.844,  5.242,    74
 7.380, -2.369,   none, 1D,  6.486,  2.844,  5.242,    74
 7.451, -2.401,   none, 1D,  6.557,  2.844,  5.242,    74
 7.535, -2.430,   none, 1D,  6.606,  2.776,  5.242,    74
 7.605, -2.452,   none, 1D,  6.677,  2.776,  5.242,    74
 7.689, -2.461,   none, 1D,  6.726,  2.709,  5.242,    74
 7.759, -2.468,    Li4, 1D,  1.721,  2.709,  5.242,    26
 7.830, -2.461,   none, 1D,  1.792,  2.709,  5.242,    26
 7.914, -2.452,   none, 1D,  1.841,  2.641,  5.242,    26
 7.984, -2.430,   none, 1D,  1.912,  2.641,  5.242,    26
 8.068, -2.401,   none, 1D,  1.961,  2.574,  5.242,    26
 8.138, -2.369,   none, 1D,  2.032,  2.574,  5.242,    26
 8.209, -2.325,   none, 1D,  2.102,  2.574,  5.242,    26
 8.292, -2.280,   none, 1D,  2.152,  2.506,  5.242,    26
 8.363, -2.233,   none, 1D,  2.222,  2.506,  5.242,    26
 8.433, -2.181,   none, 1D,  2.293,  2.506,  5.242,    26
 8.517, -2.128,   none, 1D,  2.342,  2.439,  5.242,    26
 8.588, -2.085,   none, 1D,  2.413,  2.439,  5.242,    26
 8.658, -2.043,   none, 1D,  2.483,  2.439,  5.242,    26
 8.729, -2.004,   none, 1D,  2.554,  2.439,  5.242,    26
 8.855, -1.978,   none, 1D,  2.619,  2.376,  5.329,    26
 8.925, -1.967,   none, 1D,  2.690,  2.376,  5.329,    26
 8.996, -1.963, saddle, 1D,  2.760,  2.376,  5.329,    26
 9.079, -1.969,   none, 1D,  2.810,  2.308,  5.329,    26
 9.150, -1.995,   none, 1D,  2.880,  2.308,  5.329,    26
 9.220, -2.028,   none, 1D,  2.951,  2.308,  5.329,    26
 9.291, -2.065,   none, 1D,  3.021,  2.308,  5.329,    26
 9.374, -2.109,   none, 1D,  3.071,  2.241,  5.329,    26
 9.445, -2.165,   none, 1D,  3.141,  2.241,  5.329,    26
 9.515, -2.220,   none, 1D,  3.212,  2.241,  5.329,    26
 9.586, -2.270,   none, 1D,  3.282,  2.241,  5.329,    26
 9.670, -2.314,   none, 1D,  3.332,  2.173,  5.329,    26
 9.740, -2.355,   none, 1D,  3.402,  2.173,  5.329,    26
 9.811, -2.381,   none, 1D,  3.473,  2.173,  5.329,    26
 9.881, -2.387,  Li_i1, 1D,  3.543,  2.173,  5.329,    40
 9.970, -2.368,   none, 1D,  3.559,  2.178,  5.417,    40
10.089, -2.329,   none, 1D,  3.596,  2.250,  5.504,    40
10.212, -2.289,   none, 1D,  3.683,  2.255,  5.591,    40
10.332, -2.258,   none, 1D,  3.720,  2.327,  5.679,    40
10.488, -2.239, saddle, 1D,  3.827,  2.399,  5.766,    40
10.577, -2.244,   none, 1D,  3.843,  2.404,  5.854,    40
