r_coor, energy,   site, dn,      x,      y,      z, index
 3.952, -2.212,  Li_i7, 1D,  1.311,  0.365,  3.710,    76
 4.025, -2.209,   none, 1D,  1.311,  0.438,  3.710,    76
 4.176, -2.190,   none, 1D,  1.404,  0.511,  3.805,    76
 4.328, -2.156,   none, 1D,  1.497,  0.584,  3.900,    76
 4.479, -2.123,   none, 1D,  1.589,  0.657,  3.995,    76
 4.631, -2.103,   none, 1D,  1.682,  0.730,  4.090,    76
 4.782, -2.102, saddle, 1D,  1.775,  0.803,  4.185,    76
 4.934, -2.123,   none, 1D,  1.867,  0.876,  4.280,    76
 5.086, -2.163,   none, 1D,  1.960,  0.949,  4.376,    76
 5.237, -2.212,   none, 1D,  2.053,  1.022,  4.471,    76
 5.389, -2.254,   none, 1D,  2.145,  1.096,  4.566,    76
 5.521, -2.266,  Li_i9, 1D,  2.238,  1.096,  4.661,   126
 5.595, -2.263,   none, 1D,  2.238,  1.169,  4.661,   126
 5.750, -2.235,   none, 1D,  2.337,  1.242,  4.566,   126
 5.871, -2.196,   none, 1D,  2.433,  1.315,  4.566,   126
 6.026, -2.157,   none, 1D,  2.533,  1.388,  4.471,   126
 6.182, -2.126,   none, 1D,  2.632,  1.461,  4.376,   126
 6.338, -2.110, saddle, 1D,  2.731,  1.534,  4.280,   126
 6.493, -2.112,   none, 1D,  2.830,  1.607,  4.185,   126
 6.614, -2.132,   none, 1D,  2.926,  1.680,  4.185,   126
 6.770, -2.161,   none, 1D,  3.025,  1.753,  4.090,   126
 6.925, -2.188,   none, 1D,  3.125,  1.826,  3.995,   126
 7.046, -2.206,   none, 1D,  3.221,  1.899,  3.995,   126
 7.166, -2.217,   none, 1D,  3.224,  1.972,  3.900,   126
 7.239, -2.222,    Li9, 1D,  3.224,  2.045,  3.900,   152
 7.312, -2.221,   none, 1D,  3.224,  2.118,  3.900,   152
 7.432, -2.217,   none, 1D,  3.320,  2.191,  3.900,   152
 7.506, -2.212,   none, 1D,  3.320,  2.264,  3.900,   152
 7.579, -2.206,   none, 1D,  3.320,  2.337,  3.900,   152
 7.699, -2.201,   none, 1D,  3.323,  2.410,  3.805,   152
 7.772, -2.200, saddle, 1D,  3.323,  2.483,  3.805,   152
 7.845, -2.200,   none, 1D,  3.323,  2.556,  3.805,   152
 7.918, -2.202,   none, 1D,  3.323,  2.629,  3.805,   152
 7.991, -2.205,   none, 1D,  3.323,  2.702,  3.805,   152
 8.064, -2.210,   none, 1D,  3.323,  2.775,  3.805,   152
 8.137, -2.215,   none, 1D,  3.323,  2.848,  3.805,   152
 8.210, -2.220,   none, 1D,  3.323,  2.921,  3.805,   152
 8.330, -2.226,   none, 1D,  3.326,  2.994,  3.710,   152
 8.450, -2.231, Li_i14, 1D,  3.230,  3.067,  3.710,   145
 8.523, -2.230,   none, 1D,  3.230,  3.140,  3.710,   145
 8.643, -2.216,   none, 1D,  3.227,  3.214,  3.805,   145
 8.799, -2.186,   none, 1D,  3.128,  3.287,  3.900,   145
 8.955, -2.153,   none, 1D,  3.029,  3.360,  3.995,   145
 9.110, -2.127,   none, 1D,  2.929,  3.433,  4.090,   145
 9.266, -2.114, saddle, 1D,  2.830,  3.506,  4.185,   145
 9.422, -2.117,   none, 1D,  2.731,  3.579,  4.280,   145
 9.577, -2.136,   none, 1D,  2.632,  3.652,  4.376,   145
 9.733, -2.168,   none, 1D,  2.533,  3.725,  4.471,   145
 9.889, -2.203,   none, 1D,  2.433,  3.798,  4.566,   145
10.009, -2.233,   none, 1D,  2.337,  3.871,  4.566,   145
10.130, -2.243, Li_i10, 1D,  2.241,  3.944,  4.566,    81
10.226, -2.238,   none, 1D,  2.145,  3.944,  4.566,    81
10.377, -2.213,   none, 1D,  2.053,  4.017,  4.471,    81
10.529, -2.183,   none, 1D,  1.960,  4.090,  4.376,    81
10.680, -2.160,   none, 1D,  1.867,  4.163,  4.280,    81
10.832, -2.152, saddle, 1D,  1.775,  4.236,  4.185,    81
10.983, -2.161,   none, 1D,  1.682,  4.309,  4.090,    81
11.135, -2.180,   none, 1D,  1.589,  4.382,  3.995,    81
11.287, -2.198,   none, 1D,  1.497,  4.455,  3.900,    81
11.360, -2.199,  Li_i3, 1D,  1.497,  4.528,  3.900,    51
11.511, -2.197,   none, 1D,  1.404,  4.601,  3.805,    51
11.584, -2.193,   none, 1D,  1.404,  4.674,  3.805,    51
11.657, -2.185,   none, 1D,  1.404,  4.747,  3.805,    51
11.730, -2.176,   none, 1D,  1.404,  4.820,  3.805,    51
11.803, -2.166,   none, 1D,  1.404,  4.893,  3.805,    51
11.876, -2.158,   none, 1D,  1.404,  4.966,  3.805,    51
11.949, -2.153,   none, 1D,  1.404,  5.039,  3.805,    51
12.022, -2.151, saddle, 1D,  1.404,  5.112,  3.805,    51
12.174, -2.155,   none, 1D,  1.311,  5.185,  3.710,    51
12.247, -2.165,   none, 1D,  1.311,  0.000,  3.710,    51
12.320, -2.176,   none, 1D,  1.311,  0.073,  3.710,    51
12.393, -2.187,   none, 1D,  1.311,  0.146,  3.710,    51
12.466, -2.198,   none, 1D,  1.311,  0.219,  3.710,    51
12.539, -2.207,   none, 1D,  1.311,  0.292,  3.710,    51
15.677, -2.231, Li_i14, 2D,  3.230,  3.067,  3.710,   184
15.773, -2.230,   none, 2D,  3.326,  3.067,  3.710,   184
15.869, -2.217,   none, 2D,  3.422,  3.067,  3.710,   184
15.990, -2.196,   none, 2D,  3.518,  3.140,  3.710,   184
16.086, -2.173,   none, 2D,  3.614,  3.140,  3.710,   184
16.206, -2.144,   none, 2D,  3.710,  3.214,  3.710,   184
16.302, -2.112,   none, 2D,  3.806,  3.214,  3.710,   184
16.458, -2.080,   none, 2D,  3.905,  3.287,  3.615,   184
16.579, -2.050,   none, 2D,  4.001,  3.360,  3.615,   184
16.734, -2.023,   none, 2D,  4.101,  3.433,  3.519,   184
16.855, -1.999,   none, 2D,  4.196,  3.506,  3.519,   184
16.992, -1.990, saddle, 2D,  4.296,  3.506,  3.424,   184
17.148, -1.993,   none, 2D,  4.395,  3.579,  3.329,   184
17.304, -2.001,   none, 2D,  4.494,  3.652,  3.234,   184
17.424, -2.018,   none, 2D,  4.590,  3.725,  3.234,   184
17.562, -2.037,   none, 2D,  4.689,  3.725,  3.139,   184
17.658, -2.052,   none, 2D,  4.785,  3.725,  3.139,   184
17.795, -2.064,   none, 2D,  4.885,  3.725,  3.044,   184
17.891, -2.072,   none, 2D,  4.980,  3.725,  3.044,   184
18.028, -2.077,   none, 2D,  5.080,  3.725,  2.949,   184
18.184, -2.087,   none, 2D,  5.179,  3.652,  2.854,   184
18.305, -2.108,   none, 2D,  5.275,  3.579,  2.854,   184
18.460, -2.138,   none, 2D,  5.374,  3.506,  2.759,   184
18.616, -2.174,   none, 2D,  5.473,  3.433,  2.663,   184
18.772, -2.212,   none, 2D,  5.573,  3.360,  2.568,   184
18.892, -2.248,   none, 2D,  5.669,  3.287,  2.568,   184
18.988, -2.265, Li_i17, 2D,  5.764,  3.287,  2.568,   240
19.061, -2.257,   none, 2D,  5.764,  3.360,  2.568,   240
19.213, -2.241,   none, 2D,  5.857,  3.433,  2.663,   240
19.364, -2.218,   none, 2D,  5.950,  3.506,  2.759,   240
19.516, -2.203, saddle, 2D,  6.042,  3.579,  2.854,   240
19.667, -2.205,   none, 2D,  6.135,  3.652,  2.949,   240
19.819, -2.225,   none, 2D,  6.228,  3.725,  3.044,   240
19.971, -2.252,   none, 2D,  6.320,  3.798,  3.139,   240
20.067, -2.266, Li_i22, 2D,  6.416,  3.798,  3.139,   243
20.187, -2.262,   none, 2D,  6.413,  3.871,  3.234,   243
20.260, -2.244,   none, 2D,  6.413,  3.944,  3.234,   243
20.415, -2.196,   none, 2D,  6.314,  4.017,  3.329,   243
20.536, -2.153,   none, 2D,  6.218,  4.090,  3.329,   243
20.691, -2.121,   none, 2D,  6.119,  4.163,  3.424,   243
20.847, -2.108, saddle, 2D,  6.020,  4.236,  3.519,   243
21.003, -2.113,   none, 2D,  5.920,  4.309,  3.615,   243
21.158, -2.132,   none, 2D,  5.821,  4.382,  3.710,   243
21.314, -2.156,   none, 2D,  5.722,  4.455,  3.805,   243
21.470, -2.177,   none, 2D,  5.623,  4.528,  3.900,   243
21.543, -2.192,   none, 2D,  5.623,  4.601,  3.900,   243
21.663, -2.196,   none, 2D,  5.527,  4.674,  3.900,   243
22.655, -2.139,  Li_i4, 2D,  5.517,  0.365,  4.185,   244
22.728, -2.138,   none, 2D,  5.517,  0.438,  4.185,   244
22.801, -2.133,   none, 2D,  5.517,  0.511,  4.185,   244
22.921, -2.121,   none, 2D,  5.613,  0.584,  4.185,   244
23.077, -2.094,   none, 2D,  5.712,  0.657,  4.090,   244
23.233, -2.060,   none, 2D,  5.811,  0.730,  3.995,   244
23.388, -2.031,   none, 2D,  5.910,  0.803,  3.900,   244
23.544, -2.012,   none, 2D,  6.010,  0.876,  3.805,   244
23.700, -2.008, saddle, 2D,  6.109,  0.949,  3.710,   244
23.855, -2.022,   none, 2D,  6.208,  1.022,  3.615,   244
24.011, -2.053,   none, 2D,  6.307,  1.096,  3.519,   244
24.167, -2.095,   none, 2D,  6.407,  1.169,  3.424,   244
24.322, -2.136,   none, 2D,  6.506,  1.242,  3.329,   244
24.443, -2.165,   none, 2D,  6.602,  1.315,  3.329,   244
24.516, -2.168,   Li14, 2D,  6.602,  1.388,  3.329,   324
24.612, -2.167,   none, 2D,  6.698,  1.388,  3.329,   324
24.732, -2.137,   none, 2D,  6.794,  1.461,  3.329,   324
24.884, -2.096,   none, 2D,  6.886,  1.534,  3.424,   324
25.036, -2.054,   none, 2D,  6.979,  1.607,  3.519,   324
25.187, -2.023,   none, 2D,  7.072,  1.680,  3.615,   324
