r_coor, energy,   site, dn,      x,      y,      z, index
 5.204, -2.576,    Li5, 1D,  3.739,  0.056,  5.026,    60
 5.275, -2.570,   none, 1D,  5.433,  4.824,  5.026,    60
 5.346, -2.555,   none, 1D,  5.409,  4.757,  5.026,    60
 5.428, -2.533,   none, 1D,  5.456,  4.690,  5.026,    60
 5.499, -2.504,   none, 1D,  5.432,  4.623,  5.026,    60
 5.571, -2.465,   none, 1D,  5.408,  4.556,  5.026,    60
 5.653, -2.417,   none, 1D,  5.455,  4.489,  5.026,    60
 5.724, -2.373,   none, 1D,  5.431,  4.422,  5.026,    60
 5.795, -2.323,   none, 1D,  5.407,  4.354,  5.026,    60
 5.866, -2.267,   none, 1D,  5.383,  4.287,  5.026,    60
 5.948, -2.222,   none, 1D,  5.430,  4.220,  5.026,    60
 6.019, -2.179,   none, 1D,  5.406,  4.153,  5.026,    60
 6.091, -2.134,   none, 1D,  5.382,  4.086,  5.026,    60
 6.173, -2.109,   none, 1D,  5.429,  4.019,  5.026,    60
 6.244, -2.090,   none, 1D,  5.405,  3.951,  5.026,    60
 6.315, -2.073, saddle, 1D,  5.381,  3.884,  5.026,    60
 6.397, -2.082,   none, 1D,  5.428,  3.817,  5.026,    60
 6.468, -2.096,   none, 1D,  5.404,  3.750,  5.026,    60
 6.550, -2.114,   none, 1D,  5.451,  3.683,  5.026,    60
 6.621, -2.156,   none, 1D,  5.427,  3.616,  5.026,    60
 6.693, -2.199,   none, 1D,  5.403,  3.548,  5.026,    60
 6.774, -2.244,   none, 1D,  5.450,  3.481,  5.026,    60
 6.846, -2.303,   none, 1D,  5.426,  3.414,  5.026,    60
 6.917, -2.357,   none, 1D,  5.402,  3.347,  5.026,    60
 6.999, -2.407,   none, 1D,  5.449,  3.280,  5.026,    60
 7.070, -2.455,   none, 1D,  5.425,  3.213,  5.026,    60
 7.141, -2.488,   none, 1D,  5.401,  3.145,  5.026,    60
 7.223, -2.506,  Li_i2, 1D,  5.448,  3.078,  5.026,    59
 7.321, -2.491,   none, 1D,  5.397,  3.079,  5.110,    59
 7.428, -2.457,   none, 1D,  5.394,  3.013,  5.194,    59
 7.526, -2.411,   none, 1D,  5.343,  3.014,  5.278,    59
 7.656, -2.369,   none, 1D,  5.268,  2.948,  5.361,    59
 7.754, -2.334,   none, 1D,  5.218,  2.949,  5.445,    59
 7.884, -2.321, saddle, 1D,  5.143,  2.882,  5.529,    59
 8.015, -2.325,   none, 1D,  5.069,  2.816,  5.613,    59
 8.145, -2.344,   none, 1D,  4.994,  2.750,  5.696,    59
 8.243, -2.383,   none, 1D,  4.943,  2.751,  5.780,    59
 8.373, -2.432,   none, 1D,  4.869,  2.685,  5.864,    59
 8.503, -2.484,   none, 1D,  4.794,  2.618,  5.948,    59
 8.633, -2.534,   none, 1D,  4.720,  2.552,  6.032,    59
 8.731, -2.575,   none, 1D,  4.669,  2.553,  6.115,    59
 8.862, -2.603,   none, 1D,  4.594,  2.487,  6.199,    59
 8.959, -2.614,    Li3, 1D,  4.544,  2.488,  6.283,    35
 9.057, -2.603,   none, 1D,  4.594,  2.487,  6.199,    35
 9.143, -2.576,   none, 1D,  4.574,  2.486,  6.115,    35
 9.260, -2.531,   none, 1D,  4.531,  2.418,  6.032,    35
 9.417, -2.480,   none, 1D,  4.416,  2.350,  5.948,    35
 9.575, -2.427,   none, 1D,  4.302,  2.282,  5.864,    35
 9.691, -2.375,   none, 1D,  4.258,  2.214,  5.780,    35
 9.814, -2.339,   none, 1D,  4.167,  2.213,  5.696,    35
 9.931, -2.320,   none, 1D,  4.124,  2.145,  5.613,    35
10.088, -2.318, saddle, 1D,  4.009,  2.077,  5.529,    35
10.205, -2.334,   none, 1D,  3.965,  2.008,  5.445,    35
10.291, -2.369,   none, 1D,  3.946,  2.008,  5.361,    35
10.448, -2.413,   none, 1D,  3.831,  1.939,  5.278,    35
10.534, -2.461,   none, 1D,  3.811,  1.938,  5.194,    35
10.651, -2.494,   none, 1D,  3.767,  1.870,  5.110,    35
10.737, -2.506,  Li_i2, 1D,  3.747,  1.869,  5.026,    44
10.819, -2.488,   none, 1D,  3.794,  1.802,  5.026,    44
10.890, -2.455,   none, 1D,  3.770,  1.735,  5.026,    44
10.961, -2.407,   none, 1D,  3.747,  1.668,  5.026,    44
11.043, -2.357,   none, 1D,  3.793,  1.601,  5.026,    44
11.114, -2.303,   none, 1D,  3.769,  1.534,  5.026,    44
11.186, -2.244,   none, 1D,  3.746,  1.466,  5.026,    44
11.268, -2.199,   none, 1D,  3.792,  1.399,  5.026,    44
11.339, -2.156,   none, 1D,  3.769,  1.332,  5.026,    44
11.410, -2.114,   none, 1D,  3.745,  1.265,  5.026,    44
11.492, -2.096,   none, 1D,  3.791,  1.198,  5.026,    44
11.563, -2.082,   none, 1D,  3.768,  1.131,  5.026,    44
11.645, -2.073, saddle, 1D,  3.814,  1.064,  5.026,    44
11.716, -2.090,   none, 1D,  3.791,  0.996,  5.026,    44
11.788, -2.109,   none, 1D,  3.767,  0.929,  5.026,    44
11.869, -2.134,   none, 1D,  3.813,  0.862,  5.026,    44
11.941, -2.179,   none, 1D,  3.790,  0.795,  5.026,    44
12.012, -2.222,   none, 1D,  3.766,  0.728,  5.026,    44
12.094, -2.267,   none, 1D,  3.813,  0.661,  5.026,    44
12.165, -2.323,   none, 1D,  3.789,  0.593,  5.026,    44
12.236, -2.373,   none, 1D,  3.765,  0.526,  5.026,    44
12.308, -2.417,   none, 1D,  3.741,  0.459,  5.026,    44
12.389, -2.465,   none, 1D,  3.788,  0.392,  5.026,    44
12.461, -2.504,   none, 1D,  3.764,  0.325,  5.026,    44
12.532, -2.533,   none, 1D,  3.740,  0.258,  5.026,    44
12.614, -2.555,   none, 1D,  3.787,  0.190,  5.026,    44
12.685, -2.570,   none, 1D,  3.763,  0.123,  5.026,    44
14.566, -2.506,  Li_i2, 2D,  5.448,  3.078,  5.026,    80
14.648, -2.491,   none, 2D,  5.495,  3.011,  5.026,    80
14.718, -2.465,   none, 2D,  5.566,  3.011,  5.026,    80
14.789, -2.426,   none, 2D,  5.636,  3.011,  5.026,    80
14.871, -2.380,   none, 2D,  5.683,  2.944,  5.026,    80
14.941, -2.342,   none, 2D,  5.754,  2.944,  5.026,    80
15.012, -2.302,   none, 2D,  5.824,  2.944,  5.026,    80
15.083, -2.261,   none, 2D,  5.895,  2.944,  5.026,    80
15.165, -2.236,   none, 2D,  5.942,  2.877,  5.026,    80
15.235, -2.218,   none, 2D,  6.012,  2.877,  5.026,    80
15.306, -2.204,   none, 2D,  6.083,  2.877,  5.026,    80
15.388, -2.203, saddle, 2D,  6.130,  2.810,  5.026,    80
15.458, -2.219,   none, 2D,  6.200,  2.810,  5.026,    80
15.529, -2.240,   none, 2D,  6.271,  2.810,  5.026,    80
15.600, -2.265,   none, 2D,  6.342,  2.810,  5.026,    80
15.681, -2.311,   none, 2D,  6.388,  2.743,  5.026,    80
15.752, -2.358,   none, 2D,  6.459,  2.743,  5.026,    80
15.823, -2.405,   none, 2D,  6.530,  2.743,  5.026,    80
15.905, -2.460,   none, 2D,  6.576,  2.675,  5.026,    80
15.975, -2.516,   none, 2D,  6.647,  2.675,  5.026,    80
16.046, -2.566,   none, 2D,  6.718,  2.675,  5.026,    80
16.128, -2.615,   none, 2D,  6.764,  2.608,  5.026,    80
16.198, -2.661,   none, 2D,  6.835,  2.608,  5.026,    80
16.269, -2.696,   none, 2D,  6.906,  2.608,  5.026,    80
16.351, -2.728,   none, 2D,  6.952,  2.541,  5.026,    80
16.421, -2.751,   none, 2D,  7.023,  2.541,  5.026,    80
16.503, -2.763,   none, 2D,  7.070,  2.474,  5.026,    80
16.574, -2.770,    Li4, 2D,  2.055,  2.474,  5.026,    24
16.644, -2.763,   none, 2D,  2.126,  2.474,  5.026,    24
16.726, -2.751,   none, 2D,  2.172,  2.407,  5.026,    24
