r_coor, energy,   site, dn,      x,      y,      z, index
 5.349, -2.263, Li_i13, 1D,  7.659,  4.811,  5.617,    94
 5.430, -2.255,   none, 1D,  7.641,  4.798,  5.539,    94
 5.543, -2.234,   none, 1D,  7.583,  4.855,  5.461,    94
 5.624, -2.206,   none, 1D,  7.566,  4.841,  5.383,    94
 5.705, -2.169,   none, 1D,  7.548,  4.827,  5.305,    94
 5.786, -2.124,   none, 1D,  7.531,  4.814,  5.227,    94
 5.867, -2.073,   none, 1D,  7.513,  4.800,  5.149,    94
 5.980, -2.018,   none, 1D,  7.456,  4.857,  5.071,    94
 6.061, -1.970,   none, 1D,  7.438,  4.843,  4.993,    94
 6.142, -1.924,   none, 1D,  7.421,  4.830,  4.915,    94
 6.223, -1.883,   none, 1D,  7.403,  4.816,  4.837,    94
 6.304, -1.849,   none, 1D,  7.385,  4.802,  4.759,    94
 6.404, -1.824,   none, 1D,  7.408,  4.859,  4.681,    94
 6.485, -1.818, saddle, 1D,  7.390,  4.846,  4.603,    94
 6.566, -1.822,   none, 1D,  7.373,  4.832,  4.525,    94
 6.647, -1.836,   none, 1D,  7.355,  4.818,  4.447,    94
 6.760, -1.860,   none, 1D,  7.297,  4.875,  4.369,    94
 6.841, -1.902,   none, 1D,  7.280,  4.862,  4.291,    94
 6.922, -1.947,   none, 1D,  7.262,  4.848,  4.212,    94
 7.003, -1.993,   none, 1D,  7.245,  4.834,  4.134,    94
 7.084, -2.036,   none, 1D,  7.227,  4.820,  4.056,    94
 7.165, -2.073,   none, 1D,  7.210,  4.807,  3.978,    94
 7.278, -2.101,   none, 1D,  7.152,  4.864,  3.900,    94
 7.379, -2.118,   Li13, 1D,  7.215,  4.850,  3.822,    79
 7.460, -2.115,   none, 1D,  7.174,  4.921,  3.822,    79
 7.560, -2.102,   none, 1D,  7.197,  4.978,  3.744,    79
 7.641, -2.081,   none, 1D,  7.156,  5.049,  3.744,    79
 7.740, -2.048,   none, 1D,  7.179,  5.106,  3.666,    79
 7.822, -2.024,   none, 1D,  7.138,  5.177,  3.666,    79
 7.903, -1.996,   none, 1D,  7.098,  5.248,  3.666,    79
 7.985, -1.972,   none, 1D,  7.138,  5.319,  3.666,    79
 8.066, -1.954,   none, 1D,  7.097,  5.389,  3.666,    79
 8.148, -1.940,   none, 1D,  7.057,  5.460,  3.666,    79
 8.247, -1.934, saddle, 1D,  7.079,  5.517,  3.588,    79
 8.328, -1.941,   none, 1D,  7.039,  5.588,  3.588,    79
 8.410, -1.954,   none, 1D,  6.999,  5.659,  3.588,    79
 8.491, -1.972,   none, 1D,  6.959,  5.730,  3.588,    79
 8.573, -1.995,   none, 1D,  6.918,  5.801,  3.588,    79
 8.672, -2.023,   none, 1D,  6.941,  5.858,  3.510,    79
 8.754, -2.058,   none, 1D,  6.900,  5.929,  3.510,    79
 8.835, -2.092,   none, 1D,  6.860,  5.999,  3.510,    79
 8.917, -2.122,   none, 1D,  6.820,  6.070,  3.510,    79
 8.998, -2.145,   none, 1D,  6.779,  6.141,  3.510,    79
 9.079, -2.158,   none, 1D,  6.819,  6.212,  3.510,    79
 9.161, -2.159,  Li_i8, 1D,  6.779,  6.283,  3.510,    81
 9.278, -2.153,   none, 1D,  6.802,  6.198,  3.432,    81
 9.377, -2.130,   none, 1D,  6.824,  6.255,  3.354,    81
 9.478, -2.093,   none, 1D,  6.886,  6.242,  3.276,    81
 9.579, -2.048,   none, 1D,  6.949,  6.228,  3.198,    81
 9.720, -2.008,   none, 1D,  7.052,  6.285,  3.120,    81
 9.821, -1.971,   none, 1D,  7.114,  6.271,  3.042,    81
 9.962, -1.936,   none, 1D,  7.217,  6.328,  2.964,    81
10.063, -1.913,   none, 1D,  7.279,  6.315,  2.886,    81
10.144, -1.889,   none, 1D,  7.262,  6.301,  2.808,    81
10.285, -1.873,   none, 1D,  7.364,  6.358,  2.730,    81
10.366, -1.855,   none, 1D,  7.347,  6.344,  2.652,    81
10.507, -1.837,   none, 1D,  7.449,  6.402,  2.574,    81
10.588, -1.826,   none, 1D,  7.432,  6.388,  2.496,    81
10.669, -1.811,   none, 1D,  7.414,  6.374,  2.418,    81
10.768, -1.803,   none, 1D,  7.436,  6.431,  2.340,    81
10.849, -1.796,   none, 1D,  7.419,  6.418,  2.262,    81
10.949, -1.795, saddle, 1D,  7.441,  6.475,  2.184,    81
11.030, -1.799,   none, 1D,  7.424,  6.461,  2.106,    81
11.142, -1.809,   none, 1D,  7.366,  6.518,  2.028,    81
11.224, -1.826,   none, 1D,  7.348,  6.504,  1.950,    81
11.336, -1.847,   none, 1D,  7.291,  6.562,  1.872,    81
11.417, -1.875,   none, 1D,  7.273,  6.548,  1.794,    81
11.530, -1.907,   none, 1D,  7.215,  6.605,  1.716,    81
11.611, -1.939,   none, 1D,  7.198,  6.591,  1.638,    81
11.724, -1.968,   none, 1D,  7.140,  6.648,  1.560,    81
11.805, -1.990,   none, 1D,  7.122,  6.635,  1.482,    81
11.886, -1.997,   Li10, 1D,  7.105,  6.621,  1.404,    55
11.966, -1.991,   none, 1D,  7.025,  6.621,  1.404,    55
12.048, -1.977,   none, 1D,  6.984,  6.692,  1.404,    55
12.128, -1.954,   none, 1D,  6.904,  6.692,  1.404,    55
12.208, -1.924,   none, 1D,  6.824,  6.692,  1.404,    55
12.309, -1.890,   none, 1D,  6.761,  6.706,  1.482,    55
12.389, -1.856,   none, 1D,  6.681,  6.706,  1.482,    55
12.469, -1.823,   none, 1D,  6.601,  6.706,  1.482,    55
12.549, -1.793,   none, 1D,  6.521,  6.706,  1.482,    55
12.629, -1.770,   none, 1D,  6.441,  6.706,  1.482,    55
12.710, -1.754,   none, 1D,  6.361,  6.706,  1.482,    55
12.790, -1.749, saddle, 1D,  6.281,  6.706,  1.482,    55
12.870, -1.754,   none, 1D,  6.200,  6.706,  1.482,    55
12.950, -1.770,   none, 1D,  6.120,  6.706,  1.482,    55
13.030, -1.796,   none, 1D,  6.040,  6.706,  1.482,    55
13.110, -1.831,   none, 1D,  5.960,  6.706,  1.482,    55
13.190, -1.872,   none, 1D,  5.880,  6.706,  1.482,    55
13.271, -1.916,   none, 1D,  5.800,  6.706,  1.482,    55
13.372, -1.962,   none, 1D,  5.737,  6.719,  1.560,    55
13.452, -2.009,   none, 1D,  5.657,  6.719,  1.560,    55
13.532, -2.049,   none, 1D,  5.577,  6.719,  1.560,    55
13.612, -2.078,   none, 1D,  5.497,  6.719,  1.560,    55
13.693, -2.096,   none, 1D,  5.456,  6.790,  1.560,    55
13.774, -2.098,  Li_i3, 1D,  5.376,  6.790,  1.560,    11
13.855, -2.089,   none, 1D,  5.416,  6.861,  1.560,    11
13.936, -2.064,   none, 1D,  5.376,  6.932,  1.560,    11
14.049, -2.036,   none, 1D,  5.318,  6.989,  1.482,    11
14.131, -2.004,   none, 1D,  1.455,  0.260,  1.482,    11
14.212, -1.969,   none, 1D,  1.414,  0.331,  1.482,    11
14.293, -1.937,   none, 1D,  1.454,  0.402,  1.482,    11
14.406, -1.917,   none, 1D,  1.396,  0.459,  1.404,    11
14.487, -1.903,   none, 1D,  1.356,  0.530,  1.404,    11
14.569, -1.892,   none, 1D,  1.316,  0.601,  1.404,    11
14.650, -1.885, saddle, 1D,  1.275,  0.672,  1.404,    11
14.763, -1.886,   none, 1D,  1.218,  0.729,  1.326,    11
14.845, -1.892,   none, 1D,  1.177,  0.800,  1.326,    11
14.926, -1.907,   none, 1D,  1.217,  0.870,  1.326,    11
15.007, -1.921,   none, 1D,  1.177,  0.941,  1.326,    11
15.089, -1.932,   none, 1D,  1.136,  1.012,  1.326,    11
15.170, -1.944,   none, 1D,  1.176,  1.083,  1.326,    11
15.283, -1.959,   none, 1D,  1.118,  1.140,  1.248,    11
15.364, -1.964,   none, 1D,  1.158,  1.211,  1.248,    11
15.445, -1.968,    Li2, 1D,  1.118,  1.282,  1.248,     8
15.527, -1.963,   none, 1D,  1.158,  1.352,  1.248,     8
15.608, -1.949,   none, 1D,  1.198,  1.423,  1.248,     8
15.689, -1.928,   none, 1D,  1.237,  1.494,  1.248,     8
15.788, -1.902,   none, 1D,  1.260,  1.551,  1.170,     8
15.870, -1.874,   none, 1D,  1.300,  1.622,  1.170,     8
16.009, -1.852,   none, 1D,  1.420,  1.693,  1.170,     8
16.148, -1.829,   none, 1D,  1.539,  1.764,  1.170,     8
16.289, -1.823, saddle, 1D,  1.642,  1.821,  1.092,     8
16.370, -1.835,   none, 1D,  1.682,  1.892,  1.092,     8
16.510, -1.864,   none, 1D,  1.802,  1.962,  1.092,     8
16.651, -1.908,   none, 1D,  1.904,  2.020,  1.014,     8
16.790, -1.972,   none, 1D,  2.024,  2.090,  1.014,     8
16.929, -2.038,   none, 1D,  2.144,  2.161,  1.014,     8
17.070, -2.105,   none, 1D,  2.247,  2.218,  0.936,     8
17.209, -2.158,   none, 1D,  2.366,  2.289,  0.936,     8
17.291, -2.185,   none, 1D,  2.406,  2.360,  0.936,     8
17.372, -2.193,  Li_i2, 1D,  2.366,  2.431,  0.936,   179
17.453, -2.187,   none, 1D,  2.406,  2.502,  0.936,   179
17.535, -2.171,   none, 1D,  2.366,  2.573,  0.936,   179
17.616, -2.146,   none, 1D,  2.325,  2.643,  0.936,   179
17.734, -2.115,   none, 1D,  2.302,  2.728,  1.014,   179
17.815, -2.081,   none, 1D,  2.262,  2.799,  1.014,   179
17.944, -2.044,   none, 1D,  2.319,  2.883,  1.092,   179
18.025, -2.011,   none, 1D,  2.279,  2.954,  1.092,   179
18.107, -1.978,   none, 1D,  2.239,  3.025,  1.092,   179
18.188, -1.945,   none, 1D,  2.198,  3.096,  1.092,   179
18.270, -1.914,   none, 1D,  2.158,  3.167,  1.092,   179
18.351, -1.884,   none, 1D,  2.118,  3.237,  1.092,   179
18.433, -1.858,   none, 1D,  2.078,  3.308,  1.092,   179
18.514, -1.842,   none, 1D,  2.117,  3.379,  1.092,   179
18.595, -1.831,   none, 1D,  2.077,  3.450,  1.092,   179
18.677, -1.824,   none, 1D,  9.730,  3.521,  1.092,   179
18.758, -1.821, saddle, 1D,  9.690,  3.591,  1.092,   179
18.840, -1.822,   none, 1D,  9.649,  3.662,  1.092,   179
18.921, -1.832,   none, 1D,  9.689,  3.733,  1.092,   179
19.003, -1.846,   none, 1D,  9.649,  3.804,  1.092,   179
19.115, -1.863,   none, 1D,  9.591,  3.861,  1.014,   179
19.197, -1.887,   none, 1D,  9.631,  3.932,  1.014,   179
19.278, -1.910,   none, 1D,  9.591,  4.003,  1.014,   179
19.360, -1.928,   none, 1D,  9.550,  4.074,  1.014,   179
19.459, -1.951,   none, 1D,  9.573,  4.131,  0.936,   179
19.540, -1.967,   none, 1D,  9.532,  4.202,  0.936,   179
19.640, -1.974,   none, 1D,  9.555,  4.259,  0.858,   179
19.721, -1.976,   Li21, 1D,  9.514,  4.329,  0.858,   168
19.802, -1.968,   none, 1D,  9.497,  4.316,  0.780,   168
19.883, -1.950,   none, 1D,  9.479,  4.302,  0.702,   168
19.982, -1.927,   none, 1D,  9.502,  4.359,  0.624,   168
20.064, -1.903,   none, 1D,  9.484,  4.345,  0.546,   168
20.145, -1.877,   none, 1D,  9.466,  4.332,  0.468,   168
20.257, -1.850,   none, 1D,  9.409,  4.389,  0.390,   168
20.338, -1.834,   none, 1D,  9.391,  4.375,  0.312,   168
20.420, -1.821,   none, 1D,  9.374,  4.361,  0.234,   168
20.501, -1.812, saddle, 1D,  9.356,  4.348,  0.156,   168
20.600, -1.819,   none, 1D,  9.378,  4.405,  0.078,   168
20.681, -1.836,   none, 1D,  9.361,  4.391,  0.000,   168
20.762, -1.857,   none, 1D, 11.445,  6.022,  9.283,   168
20.843, -1.884,   none, 1D, 11.428,  6.008,  9.205,   168
20.943, -1.918,   none, 1D, 11.450,  6.065,  9.127,   168
21.024, -1.962,   none, 1D, 11.432,  6.052,  9.049,   168
21.105, -2.005,   none, 1D, 11.415,  6.038,  8.971,   168
21.186, -2.046,   none, 1D, 11.397,  6.024,  8.893,   168
21.299, -2.084,   none, 1D, 11.340,  6.081,  8.815,   168
21.380, -2.121,   none, 1D, 11.322,  6.068,  8.737,   168
21.461, -2.149,   none, 1D, 11.304,  6.054,  8.659,   168
21.542, -2.168,   none, 1D, 11.287,  6.040,  8.581,   168
