0,1,2,3,4,5,6,7,8,9,10,11,12
3.0,0.6407079094785156,8.0,2.0508390043810225,27.0,2.410398915526061,8.0,3.0401140018129804,3.0,5.2907213254285095,3.0,6.466381614648593,0.2839999999999998
3.0,0.4192657781893617,8.0,1.6716901786567282,8.0,2.0442841740570654,8.0,2.390974255422951,25.0,3.099279830574742,25.0,3.2338094553353796,0.399
25.0,1.7558894254885078,8.0,1.9801900374162307,3.0,3.389484775581516,8.0,3.5861359991370816,25.0,3.6029704164580556,8.0,4.474776294429678,9.81
8.0,1.3453248897196999,27.0,1.3554149202944015,3.0,1.8878755062467845,3.0,2.3302068346380196,8.0,3.0868721664745777,27.0,3.210918485705753,1.304
27.0,4.154740610607237,3.0,4.544120758172583,8.0,5.1319587788154175,8.0,5.423906031501751,8.0,5.794783105667916,8.0,5.8151687885615475,1.237
27.0,1.525640041139078,8.0,3.185627050328939,3.0,3.1921713208729843,8.0,4.018089772016891,8.0,4.464355718876488,3.0,5.370578158233579,9.044
8.0,2.0775839555554327,8.0,3.0830742035087084,3.0,4.368939757979981,27.0,4.7368433993090004,27.0,5.30128020095678,8.0,5.360282591262719,9.856
27.0,1.9417313868463837,8.0,2.249238563677068,3.0,3.257836480962058,8.0,3.4536784714771196,3.0,3.7354027278391966,8.0,4.2308166542651895,1.2710000000000001
27.0,0.5117831723145195,8.0,1.9213294173970155,8.0,1.9237436145355986,3.0,2.986281240333068,3.0,3.002751101863044,3.0,3.016388434680651,1.3620000000000003
3.0,2.803428181988629,27.0,2.853115328740569,3.0,4.505407774872722,8.0,4.527774101153177,3.0,5.016622331672494,27.0,5.039443512189246,1.5310000000000001
27.0,4.191485643417334,8.0,4.2536017912200235,3.0,4.541784977466591,8.0,5.03861692178826,8.0,5.462742751809765,3.0,5.713697403292118,9.884
3.0,1.884950783912848,8.0,2.352614452252183,3.0,3.8073757524193708,27.0,3.8398448736143633,3.0,4.1604712853074854,8.0,4.189861035669549,1.101
3.0,1.4783676809237951,8.0,1.855902199993767,8.0,1.9624250420541114,27.0,2.4296898347547513,27.0,3.408160325522402,27.0,3.798611003316388,1.385
8.0,1.1041819934489565,3.0,1.2927674334020176,3.0,2.930174884654598,8.0,4.08529131785796,3.0,5.322099862881562,3.0,5.556901170469715,1.252
8.0,1.461186950924197,3.0,2.609690810459429,3.0,2.630565698393762,27.0,5.001476789611867,27.0,5.025015338862719,8.0,8.673750736839928,10.222
8.0,1.6748395679757124,8.0,2.023254449217295,8.0,2.0509666944333342,3.0,2.5198451209653374,3.0,2.9423337074962097,27.0,3.0683764188471248,1.356
27.0,1.428048266536377,27.0,2.4520407088773397,3.0,3.2113174683912686,8.0,3.8111064188434205,8.0,4.353729104226648,27.0,5.010591088780573,12.088000000000001
3.0,0.4151229899179834,3.0,2.1172343419197786,8.0,2.4833801223020893,8.0,2.5535707208413236,27.0,2.7727140597129636,3.0,3.582443330733556,0.2909999999999999
3.0,2.367684844159407,8.0,3.6140800563500535,8.0,3.629754004728765,8.0,3.859789192308814,3.0,3.920435721791077,8.0,4.593305990073606,1.619
3.0,6.9734254881561935,8.0,7.657984078213639,8.0,7.797957501970722,8.0,7.8954729300476085,3.0,8.15188619169432,25.0,8.21807152723442,1.295
8.0,1.5264464685103512,3.0,2.0515822988744716,25.0,3.131724362751175,25.0,3.316103285484335,3.0,3.43514311432645,8.0,3.46929163494745,1.593
3.0,0.5571292003811393,8.0,2.3049124144733666,8.0,2.474771349912495,8.0,2.803572606837341,25.0,2.8709826112558092,3.0,3.0201403023765416,1.2929999999999997
