Materials Id,Formula
mp-861062,LiMnPO4
mp-540475,LiMnPO4
mp-761699,LiMnPO4
mp-1172916,LiMnPO4
mp-31923,LiMnPO4
mp-31946,LiMnPO4
mp-690866,LiMnPO4
mp-861470,LiMnPO4
mp-780884,LiMnPO4
mp-765890,LiMnPO4
mp-861466,LiMnPO4
mp-780012,LiMnPO4
mp-761542,LiMnPO4
mp-761804,LiMnPO4
mp-761538,LiMnPO4
mp-761560,LiMnPO4
mp-861558,LiMnPO4
mp-851063,LiMnPO4
mp-761539,LiMnPO4
mp-765826,LiMnPO4
mp-761528,LiMnPO4
mp-766735,LiMnPO4
mp-861545,LiMnPO4
mp-861465,LiMnPO4
mp-857361,LiMnPO4
mp-861688,LiMnPO4
mp-859134,LiMnPO4
mp-861550,LiMnPO4
mp-765872,LiMnPO4
mp-851264,LiMnPO4
mp-1176605,LiMnPO4
mp-861467,LiMnPO4
mp-761549,LiMnPO4
mp-861536,LiMnPO4
mp-780646,LiMnPO4
mp-773708,LiMnPO4
mp-765859,LiMnPO4
mp-770763,LiMnPO4
mp-861684,LiMnPO4
mp-761545,LiMnPO4
mp-765871,LiMnPO4
mp-761551,LiMnPO4
mp-849515,LiMnPO4
mp-861491,LiMnPO4
mp-861477,LiMnPO4
mp-763716,LiMnPO4
mp-761562,LiMnPO4
mp-765842,LiMnPO4
mp-766155,LiMnPO4
mp-861622,LiMnPO4
mp-765846,LiMnPO4
mp-861693,LiMnPO4
mp-859131,LiMnPO4
mp-761548,LiMnPO4
mp-859138,LiMnPO4
mp-1176686,LiMnPO4
mp-861458,LiMnPO4
mp-861546,LiMnPO4
mp-766734,LiMnPO4
mp-24850,LiCoO2
mp-853240,LiCoO2
mp-868388,LiCoO2
mp-1097885,LiCoO2
mp-894498,LiCoO2
mp-765899,LiCoO2
mp-1222334,LiCoO2
mp-19017,LiFePO4
mp-585433,LiFePO4
mp-694615,LiFePO4
mp-585400,LiFePO4
mp-766777,LiFePO4
mp-540123,LiFePO4
mp-540110,LiFePO4
mp-761484,LiFePO4
mp-761474,LiFePO4
mp-18951,LiFePO4
mp-761469,LiFePO4
mp-705312,LiFePO4
mp-773377,LiFePO4
mp-761486,LiFePO4
mp-850917,LiFePO4
mp-31777,LiFePO4
mp-31846,LiFePO4
mp-540405,LiFePO4
mp-762457,LiFePO4
mp-774251,LiFePO4
mp-761461,LiFePO4
mp-766766,LiFePO4
mp-704251,LiFePO4
mp-761468,LiFePO4
mp-766770,LiFePO4
mp-772677,LiFePO4
mp-19511,Li5FeO4
mp-771402,Li5FeO4
mp-780192,Li5FeO4
mp-780207,Li5FeO4
mp-781056,Li5FeO4
mp-771486,Li5FeO4
mp-779889,Li5FeO4
mp-942733,Li7La3Zr2O12
mp-774082,Li(CoO2)2
mp-762036,Li(CoO2)2
mp-769847,Li(CoO2)2
mp-771219,Li(CoO2)2
mp-771481,Li(CoO2)2
mp-553952,Li(CoO2)2
mp-763702,Li(CoO2)2
mp-1178332,Li(CoO2)2
mp-1178123,Li(CoO2)2
mp-25471,Li(CoO2)2
mp-771636,Li(CoO2)2
mp-774239,Li(CoO2)2
mp-764935,Li(CoO2)2
mp-1222978,Li(CoO2)2
mp-19017,LiFePO4
mp-585433,LiFePO4
mp-694615,LiFePO4
mp-585400,LiFePO4
mp-766777,LiFePO4
mp-540123,LiFePO4
mp-540110,LiFePO4
mp-761484,LiFePO4
mp-761474,LiFePO4
mp-18951,LiFePO4
mp-761469,LiFePO4
mp-705312,LiFePO4
mp-773377,LiFePO4
mp-761486,LiFePO4
mp-850917,LiFePO4
mp-31777,LiFePO4
mp-31846,LiFePO4
mp-540405,LiFePO4
mp-762457,LiFePO4
mp-774251,LiFePO4
mp-761461,LiFePO4
mp-766766,LiFePO4
mp-704251,LiFePO4
mp-761468,LiFePO4
mp-766770,LiFePO4
mp-772677,LiFePO4
mp-774268,LiFePO4
mp-762593,LiFePO4
mp-773692,LiFePO4
mp-761476,LiFePO4
mp-765974,LiFePO4
mp-761478,LiFePO4
mp-772012,LiFePO4
mp-761467,LiFePO4
mp-761593,LiFePO4
mp-766763,LiFePO4
mp-763758,LiFePO4
mp-765950,LiFePO4
mp-1176761,LiFePO4
mp-773320,LiFePO4
mp-773673,LiFePO4
mp-1176703,LiFePO4
mp-766774,LiFePO4
mp-765913,LiFePO4
mp-766762,LiFePO4
mp-774269,LiFePO4
mp-761581,LiFePO4
mp-1176699,LiFePO4
mp-761535,LiFePO4
mp-765963,LiFePO4
mp-761480,LiFePO4
mp-762530,LiFePO4
mp-766769,LiFePO4
mp-766772,LiFePO4
mp-766765,LiFePO4
mp-766761,LiFePO4
mp-772301,LiFePO4
mp-765910,LiFePO4
mp-772472,LiFePO4
mp-762833,LiFePO4
mp-762555,LiFePO4
mp-761462,LiFePO4
mp-761464,LiFePO4
mp-1104261,LiFePO4
mp-24850,LiCoO2
mp-853240,LiCoO2
mp-868388,LiCoO2
mp-1097885,LiCoO2
mp-894498,LiCoO2
mp-765899,LiCoO2
mp-1222334,LiCoO2
mp-2251,Li3N
mp-2341,Li3N
mp-13725,Li3PO4
mp-2878,Li3PO4
mp-765070,Li5CoO4
mp-775093,Li5CoO4
mp-773454,Li5CoO4
mp-781073,Li5CoO4
mp-763322,Li4CoO4
mp-763312,Li4CoO4
mp-1177481,Li4CoO4
mp-776004,Li4CoO4
mp-764688,Li4CoO4
mp-763311,Li4CoO4
mp-779940,Li4CoO4
mp-763202,Li4CoO4
